age,income,score,visits,segment
47.0,21583.98694807811,716.3296856852842,17,B
53.0,23033.67508032098,732.4156322522185,10,A
44.0,52575.58451008432,798.9854049115904,6,A
37.0,23944.20565756232,577.928240375634,19,A
30.0,35054.51882199813,676.9120750951898,5,A
43.0,53181.36016882813,650.2394632959964,4,B
58.0,31473.10104989605,866.8596421774661,4,A
46.0,22684.54085887313,566.3965032330958,17,A
45.0,32516.93602686384,708.2971387259477,19,A
45.0,34863.86256544288,583.1154308123371,5,B
22.0,29549.77958924522,712.2087624222829,2,B
43.0,19138.655109504685,671.6076347357829,18,B
44.0,22225.38293344239,668.955888923676,5,B
41.0,20308.31343330347,682.87860615207,5,B
45.0,60652.63876122308,731.523495459341,12,A
24.0,21932.65670884057,686.97699912085,15,A
45.0,45395.17377083439,874.7368688983602,14,B
46.0,63091.39117106195,726.7672420600059,3,A
47.0,30978.439010255985,713.5945802332502,14,B
30.0,32684.459289052054,609.971113808248,9,A
41.0,101737.28020926307,482.2039233911887,3,B
47.0,15477.983781569425,620.9133367754561,15,B
52.0,37022.849737615565,564.2638938510604,12,B
32.0,49434.66114962896,586.2471208562648,12,B
43.0,36949.44615011747,600.111944859343,17,B
65.0,47320.870008463615,482.2039233911887,5,B
42.0,25414.180585340506,718.9600040329707,6,A
30.0,34610.43591254366,686.4018976278016,17,A
50.0,19435.22131250469,631.6565877158154,14,B
35.0,25674.32945265297,791.7072993814147,6,A
44.0,18933.23157719505,727.8930809075272,8,A
65.0,57839.03155496477,529.4139481781563,15,B
35.0,67904.83402302829,586.5979335633668,4,B
45.0,51577.03653608963,573.5499866078882,10,A
39.0,5859.347846545722,575.877351107428,19,A
37.0,19138.655109504685,784.6868967630418,8,A
23.0,29560.10239098496,654.9533186943968,16,A
57.0,16851.230587904804,755.9964543505305,8,B
40.0,21583.98694807811,688.812889003659,10,A
42.0,26606.112918998064,657.7930730366226,19,A
36.0,38226.20644078111,699.5761572385983,1,B
59.0,19123.68072985159,833.9671274429855,12,A
18.0,34241.532001439686,687.4842222804962,18,A
43.0,26415.13336572175,636.8279177964839,1,B
35.0,27107.42440236145,715.935969583669,4,B
44.0,24923.19167100064,727.0126057989473,4,B
43.0,52559.77309854832,699.1416350685652,13,B
30.0,27477.851420494502,705.8853076297204,0,A
46.0,35997.99735133397,661.8901676242265,10,B
54.0,26606.112918998064,699.5761572385983,3,B
38.0,32825.41616239653,740.4079453123611,13,B
49.0,52459.22846561127,759.4325960576776,2,B
40.0,49396.18055488941,624.6049156129855,10,B
44.0,34154.77505886469,658.758828755767,19,B
46.0,23127.74949985067,828.3785473127639,12,A
28.0,19492.09165620089,745.2330850634995,4,B
49.0,47525.28765104172,700.7128302186994,7,A
40.0,22029.635315510848,658.1540709898126,19,B
32.0,56959.30144252169,633.6744387961252,8,B
30.0,31093.6224711434,682.3163216588489,12,B
34.0,23159.32084456062,673.2985133477904,5,B
43.0,27992.889026734843,617.3333469738665,8,A
43.0,16851.230587904804,539.7592578521707,9,B
32.0,33002.15055479813,676.1607895031452,2,B
58.0,53298.24166609076,641.5820692599303,10,A
40.0,21246.20328156622,651.1622305550055,14,A
36.0,41968.70827355246,580.5445255487376,18,A
45.0,76087.34649628172,640.0952564536273,5,B
44.0,49434.66114962896,619.7754773793382,17,A
43.0,36524.02878454272,658.1540709898126,4,B
30.0,36884.35638328557,685.9982673077238,14,A
57.0,56121.69880580498,832.5306301820849,15,B
30.0,54518.78738326309,658.162503779246,19,A
66.0,23033.67508032098,596.0630030620392,12,B
33.0,11382.38192536404,614.8009836376233,8,A
31.0,39426.57465243883,676.9120750951898,4,B
62.0,55687.42637758036,610.6675508027613,5,B
29.0,45309.53668228346,537.2144456841752,8,B
61.0,64088.76418235446,619.2603269695544,0,B
21.0,71805.35655206877,631.1336510260118,5,A
54.0,15490.830832828344,614.8009836376233,1,A
40.0,36967.27121789524,617.0600465852281,5,A
46.0,20748.558686707045,646.0352929958734,15,A
42.0,45395.17377083439,704.1921094953842,13,B
27.0,16156.278307604916,754.285205424647,19,B
44.0,23944.20565756232,772.9572523134116,6,B
42.0,64780.10923765034,652.1268273060879,4,B
64.0,84196.47288704047,634.2491441036873,19,B
50.0,47780.33391419391,765.6100765541227,19,B
28.0,49810.98105812527,727.691120545833,0,A
20.0,20164.77683473384,475.5831948408421,5,A
37.0,49947.8855238367,767.836285775166,19,B
41.0,81272.10089749761,531.1955616698051,3,B
21.0,35674.614339634645,676.9120750951898,12,A
39.0,11610.104520913072,649.8885878845321,16,B
25.0,49434.66114962896,675.8237971274599,14,B
29.0,28226.62976636473,559.8409671839308,15,A
39.0,56567.90080809333,564.2638938510604,9,A
45.0,27739.546380429707,591.4171694878339,7,B
38.0,21022.27925122872,609.9404204994468,4,B
26.0,91483.3718632028,642.8962841829999,5,A
32.0,40849.01779422775,637.7051916510386,4,B
37.0,47525.28765104172,705.8853076297204,17,A
34.0,27207.026777319345,629.6313464187176,12,B
14.0,16599.37733845901,756.2904853479549,17,A
59.0,31994.2415979867,702.3727622758229,10,B
43.0,129918.67753909754,729.6392226356254,2,A
38.0,21689.70796874952,522.5764592222778,4,A
42.0,23891.267580588163,537.2144456841752,0,B
32.0,20812.436153930437,786.4682144435651,3,A
50.0,36092.49953192988,768.991863174869,15,A
41.0,22684.54085887313,771.3434125711399,5,A
45.0,21020.728783139653,640.863208657773,1,B
30.0,17546.131151274145,723.6920597115834,9,B
62.0,17132.769813636147,705.5736489302727,6,B
32.0,28579.59882707476,603.0731931943279,12,A
30.0,37028.99759454776,577.928240375634,13,A
43.0,35295.92260795773,633.6744387961252,12,A
29.0,27289.993906123145,706.0578525487668,16,B
45.0,21583.98694807811,663.5765236114249,3,B
48.0,14950.783271351696,700.6286331685845,0,B
32.0,46213.78539628358,583.1154308123371,8,B
19.0,15490.830832828344,650.6804501378523,15,A
43.0,22000.66611099518,702.9665227665403,14,B
21.0,35397.67588822787,541.1793306968539,11,A
32.0,37022.849737615565,576.9697610624938,7,A
36.0,57839.03155496477,600.1967877867557,2,A
49.0,20311.86025896501,699.1279341690099,7,A
57.0,9543.187073561076,600.6965529446313,7,A
46.0,32841.48141869395,682.9577265701403,16,A
33.0,37716.6395704514,635.2659402787823,12,A
53.0,41029.72957433352,682.3884070108567,2,B
36.0,28549.064231504504,618.3804683997223,17,A
44.0,29549.77958924522,678.5855538168502,1,A
65.0,53577.457766675296,631.1336510260118,4,B
53.0,29560.10239098496,482.2039233911887,2,B
28.0,13788.372998754026,624.6049156129855,3,B
40.0,82759.7407085415,675.2838296515429,0,A
37.0,53285.068803611415,464.43114185990254,3,B
43.0,51577.03653608963,525.2493411755513,4,A
53.0,41968.70827355246,621.0983659997244,9,A
46.0,101350.7438197847,658.8490498062943,8,B
43.0,29106.946734052937,583.1154308123371,8,B
49.0,22430.58655892845,661.8901676242265,18,B
35.0,44805.86385070561,676.3954830925811,7,B
51.0,27963.088508233213,635.1234658251161,8,B
28.0,29383.738755953316,679.162759122661,12,A
48.0,21861.14298883521,727.0126057989473,2,A
56.0,43319.58328085632,804.703478815055,13,A
30.0,19150.412238275472,500.302550715121,16,A
58.0,47780.33391419391,650.2394632959964,4,B
43.0,20370.15604796656,845.6104116047134,15,A
42.0,38159.0187259798,705.8853076297204,3,B
45.0,40849.01779422775,589.0141233577879,4,B
45.0,89214.35723961102,756.2904853479549,17,B
59.0,27813.41748022781,577.0845101490168,4,A
38.0,37028.99759454776,739.6672521122533,16,A
21.0,79278.25046017139,628.3257495873753,10,B
35.0,21202.564065671715,517.5923725451853,5,B
49.0,37127.239185686296,544.360881267437,8,B
25.0,31074.003074363198,774.1504096097991,6,B
37.0,16190.352681425931,634.2491441036873,10,B
37.0,8389.219872089285,652.2417749620702,2,A
37.0,49810.98105812527,794.1393558197717,4,B
53.0,31473.10104989605,564.0187188945829,4,A
70.0,36881.25251570227,659.4678330710564,0,B
40.0,40482.11689395901,637.90018826029,14,B
34.0,27674.10025766929,648.1851779739483,12,B
34.0,24915.271552700997,657.7930730366226,19,A
37.0,75402.02673129288,427.76045754171423,17,A
52.0,67675.10657742964,476.3507672163671,13,B
36.0,30398.56986017399,535.8290878251007,12,A
30.0,20543.20481805287,791.7072993814147,0,A
50.0,67834.93681867865,705.8853076297204,15,A
27.0,27992.889026734843,685.5781454556186,5,A
26.0,50001.74604741946,624.704183633505,18,A
36.0,49947.8855238367,682.87860615207,4,B
36.0,64466.844403675226,555.4816745656944,4,A
46.0,46892.40060391464,628.3875896530324,14,A
44.0,19123.68072985159,727.8930809075272,13,A
38.0,27963.088508233213,732.4156322522185,5,A
32.0,17183.08339104699,523.9504538263508,0,A
46.0,18562.754702812344,796.8980671784016,6,B
16.0,84196.47288704047,652.8847941438237,19,A
39.0,27498.975284413435,682.9577265701403,6,A
39.0,61673.63872754398,654.9533186943968,15,A
42.0,30398.56986017399,648.2201764120631,4,A
43.0,14886.267685779132,543.888311734516,9,A
48.0,39576.07967887576,638.4777871956259,6,A
40.0,42490.619458834,606.9869938477582,3,B
30.0,40601.52917149519,564.2429958167825,16,A
44.0,14886.267685779132,740.5787657743398,18,B
45.0,41125.91162110559,727.9115302573921,7,A
59.0,57199.513949536165,499.76089872272735,18,A
25.0,26534.637442023028,649.6293622220524,14,A
45.0,24262.82318760653,673.2032317186828,1,B
31.0,26606.112918998064,533.4289669664355,14,B
29.0,17820.999396355895,570.171841340478,17,A
51.0,21674.000004944737,846.5939273660713,7,A
45.0,39931.53718930077,581.2635185139544,19,A
47.0,27107.42440236145,664.5051374289136,3,A
70.0,34376.65259089941,755.5210558193116,3,B
32.0,35997.99735133397,789.1718433544809,2,A
33.0,89070.63871206084,699.0372304379679,6,A
34.0,47944.10078736149,723.3049152859653,4,B
46.0,15627.163427546242,600.1967877867557,15,A
37.0,34896.26973421742,699.1279341690099,5,A
42.0,17820.999396355895,685.0009798895896,8,B
46.0,45822.93938966707,740.003513736642,9,A
49.0,44162.54585391296,648.1851779739483,12,A
21.0,44162.54585391296,657.7930730366226,4,A
43.0,18799.48762525561,564.2638938510604,0,B
51.0,35295.92260795773,706.9581618392841,8,A
40.0,36881.25251570227,726.7672420600059,12,A
34.0,37872.87750074971,611.4214017037664,8,A
35.0,31216.126656114186,669.5001984321318,4,A
35.0,67834.93681867865,570.2865099198089,15,B
38.0,29366.596564032512,767.7611653192107,15,A
42.0,58327.25768980837,524.969252372812,8,B
43.0,54518.78738326309,654.8374758493894,15,B
52.0,27813.41748022781,767.8889113802477,5,B
66.0,30034.34214521704,628.2660493050166,17,A
58.0,79408.36631056272,610.8738025504861,14,B
35.0,31527.07960238661,538.7451656019795,12,B
29.0,21573.180608159422,586.5979335633668,16,A
39.0,40979.608155929694,771.3152080471523,7,B
28.0,57199.513949536165,628.3257495873753,9,B
39.0,48765.25950908437,555.4816745656944,15,A
44.0,39576.07967887576,689.5645324258282,8,B
43.0,111464.35762257034,593.0130348469833,3,A
34.0,26528.28916214233,606.595374391054,3,B
32.0,65766.2814913931,762.0949020027117,5,B
34.0,23127.74949985067,686.776476401199,14,A
34.0,47944.10078736149,661.8901676242265,15,B
22.0,79408.36631056272,784.6868967630418,1,A
33.0,30305.47691573301,675.2838296515429,16,B
44.0,48015.27553799091,810.2807528321074,4,B
38.0,23285.854295007444,538.7451656019795,9,A
31.0,36068.55110458707,791.7072993814147,15,A
34.0,40979.29675011819,648.0562092983348,0,A
53.0,119527.42732014687,606.5463335155109,4,A
35.0,59498.27339392639,699.1416350685652,9,A
61.0,46109.0567573271,629.6313464187176,7,A
46.0,61673.63872754398,713.6622407795387,11,A
45.0,59745.59199618955,745.4894857485101,6,A
56.0,47780.33391419391,641.2683878750933,2,B
42.0,66181.29367638964,580.5445255487376,18,B
44.0,29703.01129144237,654.8374758493894,2,B
54.0,39894.22253384244,658.1540709898126,4,A
24.0,51513.45763659789,694.7632296492933,16,B
65.0,30887.41652849214,679.162759122661,16,B
43.0,79408.36631056272,640.0952564536273,9,A
43.0,47204.93341628162,664.5051374289136,19,A
35.0,40482.11689395901,731.523495459341,1,B
28.0,38774.91954111835,589.1592921542908,18,A
53.0,15900.732016312544,617.3333469738665,3,B
44.0,79278.25046017139,642.1243198153696,4,B
34.0,89214.35723961102,523.9504538263508,19,A
15.0,44290.10864751156,600.6965529446313,14,A
28.0,49947.8855238367,664.1809093559085,3,B
34.0,18933.23157719505,720.1234883265216,1,B
47.0,34485.3523470214,798.9854049115904,1,A
27.0,16156.278307604916,596.0630030620392,12,B
39.0,41102.85860728997,631.1336510260118,1,B
44.0,19123.68072985159,768.7935029387081,17,B
39.0,62943.31416479563,676.9120750951898,12,B
45.0,46109.0567573271,685.5781454556186,13,A
46.0,70833.90505467798,664.5051374289136,0,A
48.0,34660.31582001963,767.8889113802477,19,B
32.0,88661.78143996121,638.7209682044465,12,A
23.0,38774.91954111835,589.1592921542908,16,B
49.0,25436.717475059075,620.9133367754561,9,B
19.0,29383.738755953316,437.86333320646384,17,A
22.0,51710.94914882507,702.3727622758229,6,B
44.0,21651.845540507875,650.6804501378523,16,A
40.0,20211.645022546487,771.3152080471523,18,B
50.0,32516.93602686384,656.3190973072008,12,A
43.0,11610.104520913072,637.7051916510386,10,B
32.0,21573.180608159422,629.6829857561775,8,B
61.0,47525.28765104172,611.1044695440762,10,A
46.0,71820.92268657956,720.244686312656,9,B
41.0,25674.32945265297,705.8853076297204,4,B
44.0,54632.702733721344,699.290773440179,18,B
51.0,27498.975284413435,765.6100765541227,4,B
42.0,94139.22730930946,590.0149329372387,10,B
61.0,39931.53718930077,606.0357903095934,4,A
35.0,31093.6224711434,682.9577265701403,0,B
45.0,27107.42440236145,651.8684252891644,4,A
65.0,83612.12342127648,687.2942129757848,13,B
41.0,38226.20644078111,699.1279341690099,6,B
28.0,32333.700843217182,508.5902309648495,5,A
44.0,47944.10078736149,614.2273874136042,6,A
58.0,19138.655109504685,539.7592578521707,6,B
43.0,58953.185105757184,784.6868967630418,13,A
35.0,61364.5024355167,642.1243198153696,3,B
38.0,54518.78738326309,699.1279341690099,5,A
22.0,75171.14965605337,752.1584665758435,4,B
33.0,43552.70831233311,685.1192823511116,18,A
43.0,27477.851420494502,600.1967877867557,8,A
39.0,64780.10923765034,688.812889003659,5,B
36.0,51710.94914882507,420.6356036973805,5,B
53.0,14329.59555442578,632.6219073425059,19,A
27.0,18799.48762525561,745.2330850634995,16,A
35.0,42603.85971942729,643.8115056143316,2,B
45.0,37389.19976896003,544.1967093366657,6,B
51.0,28226.62976636473,525.2493411755513,19,A
35.0,75402.02673129288,710.3084055946946,18,B
36.0,30700.382337253188,625.4747502970354,0,B
65.0,42852.534801252965,691.5728458677202,4,B
51.0,40852.53620468736,633.6745132448921,4,B
38.0,35054.51882199813,648.1851779739483,4,B
48.0,36949.44615011747,710.0097449709556,17,A
39.0,37428.69608554521,479.6641688639986,14,B
50.0,42396.031534471855,730.6008616789247,2,B
12.0,100462.18342754536,621.0983659997244,17,B
52.0,20913.071040629857,705.208353981121,1,A
28.0,26534.637442023028,798.9854049115904,7,A
38.0,40849.01779422775,715.9541649907984,2,B
45.0,38774.91954111835,682.3163216588489,3,A
68.0,34785.28300257958,678.8473342125474,1,B
51.0,61369.59556619357,749.3567997451049,12,A
46.0,20211.645022546487,787.5036002439888,8,B
27.0,41826.838901837335,581.8272955227525,8,B
39.0,42117.09525883346,677.1900288954163,0,A
44.0,81264.82113338586,683.3977566993611,14,A
37.0,56817.09291189322,745.0107514176897,1,B
26.0,47320.870008463615,699.1279341690099,10,B
36.0,71805.35655206877,633.6745132448921,5,A
42.0,33407.51103418177,652.1268273060879,0,B
27.0,16892.793187850544,772.9572523134116,6,B
30.0,21583.98694807811,470.0172977638714,19,A
32.0,17995.292069164876,784.6868967630418,1,A
51.0,24923.19167100064,834.7875537672062,11,A
50.0,30887.41652849214,451.5433192012367,10,A
66.0,17132.769813636147,526.5099837982335,13,A
51.0,111464.35762257034,762.0949020027117,4,A
45.0,46892.40060391464,717.2176130155358,9,B
48.0,41320.51602505776,658.8490498062943,18,A
39.0,23944.20565756232,630.7650242343726,4,B
21.0,34863.86256544288,560.8306429545659,5,A
27.0,40368.49231161959,760.5366074702238,17,A
50.0,15584.2906370293,577.0845101490168,15,B
50.0,21573.180608159422,640.0952564536273,19,B
45.0,21643.51050952904,664.2992770629062,9,A
24.0,26715.83124779755,675.8237971274599,12,A
22.0,44289.17866427781,641.2683878750933,19,A
45.0,40730.84137193914,765.3843832948995,14,B
42.0,29383.738755953316,659.4678330710564,12,A
45.0,36949.44615011747,654.9363707240294,0,A
32.0,25498.317154413908,533.4289669664355,6,A
61.0,18933.23157719505,606.9869938477582,4,A
32.0,55023.51557974693,621.0983659997244,11,B
54.0,25007.995473864656,680.1558228556298,7,B
30.0,100462.18342754536,540.1597586491569,12,A
43.0,47772.907085508734,682.893753441277,9,A
38.0,34241.532001439686,652.8847941438237,4,A
38.0,56817.09291189322,828.3785473127639,11,A
34.0,17604.96723190249,646.0352929958734,17,B
71.0,23033.67508032098,794.1393558197717,17,B
60.0,27202.19495657501,702.3727622758229,4,B
59.0,29703.01129144237,642.1243198153696,7,B
34.0,21202.564065671715,600.111944859343,15,B
26.0,36967.27121789524,581.699262193007,3,B
43.0,15633.969240562386,682.87860615207,4,A
49.0,11779.44514543974,687.4842222804962,2,A
54.0,19177.47663570993,792.8254715379782,8,A
44.0,24766.132189127908,650.107187740359,0,B
45.0,37256.10225347459,695.2368335335275,17,A
29.0,39931.53718930077,528.8196179365168,15,B
38.0,22029.635315510848,595.1317859058686,15,B
54.0,60652.63876122308,699.455257173224,15,B
27.0,31216.126656114186,748.0827127928544,18,A
42.0,101737.28020926307,678.1627577442339,6,A
42.0,31146.538387476987,661.9873931189824,3,A
38.0,49933.78674448719,723.3049152859653,9,B
30.0,17882.519558441152,497.34956694197865,15,B
45.0,20535.688222471737,475.5831948408421,6,B
44.0,119527.42732014687,645.179852287897,0,A
49.0,37389.19976896003,646.916939052527,2,A
50.0,31268.53652337088,678.5855538168502,10,A
44.0,25343.051866849582,730.6008616789247,9,B
38.0,23944.20565756232,694.9818297531594,15,B
29.0,36903.21069638214,646.916939052527,8,A
52.0,44289.17866427781,650.6804501378523,4,B
49.0,71805.35655206877,694.7632296492933,16,A
40.0,17995.292069164876,564.2638938510604,2,B
36.0,26606.112918998064,636.2748391826922,18,A
41.0,45440.63523708008,643.3240973418725,9,A
45.0,37028.99759454776,482.2039233911887,8,B
29.0,34154.77505886469,544.360881267437,10,A
46.0,76087.34649628172,749.3567997451049,8,A
37.0,75171.14965605337,656.3190973072008,3,A
36.0,26534.637442023028,628.3875896530324,10,A
36.0,39894.22253384244,658.8490498062943,11,B
40.0,44083.97296856244,748.103436451916,18,B
50.0,16599.37733845901,451.5433192012367,15,B
50.0,17546.131151274145,640.863208657773,18,A
26.0,14180.1841416384,694.7632296492933,15,B
48.0,26715.83124779755,437.86333320646384,7,A
34.0,43319.58328085632,524.5655666855602,10,A
42.0,36092.49953192988,697.4843755924453,8,A
42.0,21643.51050952904,752.1584665758435,4,B
38.0,35997.99735133397,572.7719044152989,8,B
35.0,22357.68167675377,636.9760802693914,11,B
61.0,17202.279620420013,526.5099837982335,19,B
58.0,32684.459289052054,605.1396668729803,6,A
51.0,26528.28916214233,803.0363846185402,18,B
47.0,28509.28019735769,832.5306301820849,5,B
33.0,50724.434133316456,673.2032317186828,8,A
56.0,79278.25046017139,652.9782269137261,13,A
31.0,44290.10864751156,591.9686782393619,12,A
63.0,38167.46524380377,629.911792957047,5,B
42.0,17656.34401786484,575.6808666295536,10,A
53.0,25343.051866849582,570.2865099198089,17,B
45.0,65033.23772338023,705.208353981121,0,A
51.0,23596.201396005505,539.7592578521707,8,B
58.0,30849.289475762467,637.7051916510386,16,A
56.0,45531.83248245519,689.5645324258282,14,A
65.0,25414.180585340506,733.5898249963542,19,A
41.0,41258.2638901056,768.991863174869,4,A
45.0,45518.96359742973,739.6672521122533,4,B
36.0,23033.67508032098,564.0187188945829,12,A
17.0,98582.42363039262,541.5348823098757,12,B
37.0,31955.00071084558,677.1900288954163,14,A
49.0,53767.36794228559,606.0357903095934,18,A
38.0,41541.85382240243,629.911792957047,18,B
59.0,44534.43942254079,712.6047060572128,14,A
47.0,64466.844403675226,664.4291154421119,14,B
25.0,43791.42171174473,591.9686782393619,3,B
34.0,46990.709993886834,748.6321547282157,5,B
40.0,41749.056963513445,786.4682144435651,12,A
43.0,121808.75430784098,687.2942129757848,15,A
20.0,51577.03653608963,674.1576594015417,14,B
55.0,48522.38763965109,643.2119574670393,19,A
26.0,33062.81462210181,575.877351107428,3,A
34.0,46990.709993886834,774.1504096097991,5,A
44.0,19492.09165620089,689.5645324258282,5,B
53.0,26415.13336572175,648.1413031319707,10,B
40.0,23516.94198858941,702.6310408346543,17,B
38.0,43898.70137464607,575.877351107428,17,B
35.0,50001.74604741946,618.7457917920643,12,A
61.0,29560.10239098496,678.8473342125474,6,B
50.0,16892.793187850544,511.3432717432813,5,A
22.0,68680.70695841695,596.8299199949495,14,B
70.0,26639.94427667393,679.162759122661,18,A
58.0,91483.3718632028,817.6799000180351,1,B
53.0,57839.03155496477,699.1416350685652,16,A
