age,income,score,visits,segment
32.0,21583.98694807811,630.488311185813,8,B
29.0,10868.346303349908,482.20392339118865,4,B
35.0,81264.82113338586,578.4634118416418,19,A
23.0,129918.67753909754,628.9541260434918,5,A
48.0,29654.38742306639,595.1317859058686,6,B
37.0,13788.372998754026,760.5366074702238,19,B
22.0,31093.6224711434,636.8049779683025,11,B
28.0,31473.101049896046,753.0755399454602,5,B
44.0,33025.592807318324,654.9363707240294,0,B
50.0,20812.436153930434,652.9782269137261,8,B
64.0,48522.38763965109,642.8962841829999,19,A
75.0,47204.93341628162,650.3037001297167,8,A
45.0,17202.279620420013,787.5036002439888,13,B
28.0,51513.45763659789,464.43114185990254,5,A
14.0,101350.7438197847,489.8763404449057,15,A
43.0,39576.07967887576,606.5463335155109,15,A
30.0,30679.115308461904,651.1622305550055,12,B
35.0,33826.45246847312,705.208353981121,15,B
33.0,49396.18055488941,687.846975842198,11,A
38.0,15285.564988696204,619.2603269695544,7,B
53.0,39426.57465243883,731.523495459341,14,A
42.0,29874.723240321106,732.4156322522185,16,B
38.0,91483.37186320279,664.7246265017252,16,A
28.0,33286.71452330889,727.0126057989473,4,B
20.0,83612.12342127648,671.8116210745703,13,A
34.0,20913.071040629857,605.0813578573693,0,B
39.0,48709.51078848201,705.8253471200004,11,A
61.0,42603.85971942729,658.8490498062943,11,A
42.0,23516.941988589406,650.107187740359,7,B
52.0,39683.78945902824,767.836285775166,19,A
34.0,66586.65215944812,453.93022971679306,17,A
26.0,30887.41652849214,536.5852663872345,0,B
28.0,15584.290637029299,555.0343658900504,4,B
31.0,35997.99735133397,620.9391481944956,4,B
66.0,23127.74949985067,629.6313464187176,17,B
30.0,30602.271911799595,529.4139481781563,10,B
50.0,34863.86256544288,571.1873574151339,14,B
29.0,15477.983781569423,581.1326657181144,16,B
51.0,16190.352681425933,846.5939273660713,15,B
45.0,46213.78539628358,794.1393558197717,1,A
38.0,27963.088508233213,617.0600465852281,2,B
40.0,10073.14075249346,620.9133367754561,7,B
32.0,53767.36794228559,558.0636802249364,6,A
45.0,41613.70660329977,497.34956694197865,14,A
35.0,25414.180585340506,640.6495850873181,3,B
25.0,18799.48762525561,570.171841340478,7,B
25.0,55155.06981268872,643.2119574670393,4,A
42.0,43246.66118218001,521.9835320765218,3,A
59.0,119527.42732014689,589.0420433351794,3,A
42.0,44805.86385070561,661.8901676242265,3,A
39.0,44083.97296856244,679.296767822715,11,A
43.0,33407.51103418177,683.3977566993611,8,B
56.0,54632.702733721344,544.360881267437,8,A
43.0,49639.52153751258,718.3748584108449,9,A
35.0,67904.83402302829,585.983064271852,14,A
53.0,27982.610444849073,700.6286331685845,17,B
45.0,29210.872461580802,649.1489058705446,10,B
58.0,28579.59882707476,539.8890000737641,12,B
42.0,53927.771240941045,624.704183633505,14,A
25.0,76817.45870188304,679.2290993651014,13,A
24.0,28870.62015644352,699.0372304379679,2,B
60.0,29366.596564032512,638.7209682044465,19,B
61.0,42490.619458834,772.5423112480842,3,A
38.0,32116.309043766043,730.6008616789247,8,B
35.0,58455.83708913585,629.4676706880198,13,A
58.0,11779.44514543974,710.0097449709556,8,B
27.0,24020.129249747755,804.703478815055,4,B
29.0,24557.97267429959,806.8387680626422,18,B
48.0,11382.38192536404,551.7600095342002,1,B
35.0,22430.586558928455,575.877351107428,4,B
40.0,22980.974158342677,768.7935029387081,19,B
38.0,32841.48141869395,565.337515932989,14,B
44.0,63353.34243929452,544.1967093366657,1,A
57.0,32127.56535457724,611.1044695440762,15,B
41.0,21689.70796874952,683.6181367579669,19,B
48.0,35295.92260795773,641.8082634711122,1,B
15.0,61364.5024355167,597.9549103675527,8,A
39.0,22292.83470062543,596.0630030620392,9,B
30.0,23033.67508032098,593.0130348469833,2,B
25.0,48015.27553799091,579.6392297072846,4,A
29.0,32507.68955858332,832.5306301820849,3,B
36.0,50198.59641130334,673.8008856948444,3,A
51.0,36068.55110458707,720.9407243523791,8,B
24.0,51577.03653608963,610.8738025504861,9,A
40.0,21643.510509529042,635.1234658251161,4,B
34.0,36096.734191015305,592.9156814903716,5,B
36.0,32684.459289052058,437.86333320646384,3,B
52.0,19772.641879157665,539.7592578521707,15,B
46.0,16618.320761084877,505.1505056015684,4,B
56.0,51168.25082633752,470.0172977638714,18,A
38.0,30470.790307934985,554.3712820561518,10,B
32.0,21782.449575115097,755.9964543505305,16,B
37.0,34610.43591254366,646.4451065836516,12,B
43.0,63831.96921297432,753.245100985694,5,A
42.0,11610.104520913072,682.87860615207,12,B
27.0,17183.08339104699,712.6047060572128,5,B
41.0,22892.32038776304,577.928240375634,2,B
43.0,75402.02673129288,691.9160763354137,5,A
70.0,41826.838901837335,708.2971387259477,5,A
63.0,53298.241666090755,603.8682166213046,2,A
30.0,20535.688222471737,694.7632296492933,0,B
37.0,20748.558686707045,695.2950206859866,18,B
22.0,45429.04141930041,606.0357903095934,10,A
33.0,37389.19976896003,560.1785254183204,8,A
44.0,47780.33391419391,555.2697334481383,18,A
54.0,33062.81462210181,656.9204433537169,4,B
31.0,41734.01836020889,676.1607895031452,8,A
32.0,39303.13408755306,586.5979335633668,16,A
14.0,53577.457766675296,652.1268273060879,12,A
38.0,54366.53841754964,695.6429628910788,7,A
27.0,16156.278307604915,699.455257173224,5,B
34.0,11806.030300479517,774.1504096097991,0,B
29.0,59926.41661516988,752.1584665758435,1,A
39.0,65766.2814913931,569.8966853794765,3,A
19.0,21800.506669849943,784.6868967630418,15,B
22.0,14329.595554425781,607.5218796355429,12,B
66.0,38159.0187259798,733.5898249963542,8,A
25.0,57839.03155496477,655.4389300840871,15,A
27.0,89214.35723961102,617.0280497234426,3,A
62.0,47011.558972999344,505.3842512180054,4,A
75.0,30156.074315800986,636.2748391826922,7,B
26.0,23235.456518526815,525.2493411755513,18,B
36.0,36524.028784542716,727.3839388674218,12,A
44.0,31268.536523370876,771.3434125711399,17,B
61.0,21861.142988835214,586.2471208562648,4,B
28.0,101151.81898019137,674.1576594015417,16,A
37.0,88661.78143996121,591.9686782393619,1,A
49.0,64088.76418235446,599.7212215890569,4,A
45.0,22915.637141005496,711.9595763092298,10,B
35.0,55687.426377580356,646.916939052527,1,A
38.0,50001.74604741946,789.1718433544809,17,A
24.0,45309.53668228346,611.4214017037664,17,A
37.0,67834.93681867865,729.9469065979591,10,A
37.0,49895.47376087371,657.7930730366226,6,A
43.0,52575.584510084314,713.6622407795387,1,A
33.0,49933.78674448719,614.2273874136042,12,A
46.0,43061.97792396671,646.0352929958734,10,A
52.0,14886.267685779132,640.7600896560853,15,B
42.0,37866.06239916718,583.1154308123371,12,A
44.0,27498.975284413435,702.9665227665403,2,B
41.0,19150.412238275472,702.0199204462691,2,B
40.0,84196.47288704047,697.4843755924453,15,A
31.0,86206.22505355463,772.9572523134116,3,A
44.0,71654.43289989854,765.9475840989043,18,A
39.0,41258.2638901056,620.0044248120691,2,A
65.0,71347.14160297308,679.8441854747342,14,A
59.0,36535.022142978545,600.111944859343,19,A
45.0,40191.01083162846,651.8684252891644,8,A
31.0,21020.728783139653,602.0200440704908,1,B
27.0,44289.17866427781,779.6056247308841,17,A
54.0,37428.69608554521,679.095852027437,3,A
43.0,18933.23157719505,632.5576697516462,10,B
46.0,35397.67588822787,745.4894857485101,19,B
19.0,34896.26973421742,476.3507672163671,14,B
51.0,89212.86934435049,488.87179241077683,0,A
45.0,56789.49635360033,713.6670924175819,16,A
27.0,36523.921904813775,654.8374758493894,3,A
34.0,41125.91162110559,670.0357040208609,14,A
43.0,37127.239185686296,543.888311734516,12,A
41.0,32811.7843103571,648.1413031319707,5,B
36.0,21137.128154463786,810.2807528321074,8,B
39.0,33673.756065713336,715.935969583669,2,B
37.0,25007.995473864656,663.5765236114249,19,B
42.0,19435.221312504695,614.875687191605,4,B
58.0,46892.40060391464,618.4341718504485,6,A
9.0,44162.54585391296,479.6641688639986,10,A
37.0,14863.238733906386,670.6112336736928,13,B
42.0,34154.77505886469,717.6386486785483,10,B
44.0,59745.59199618955,523.9504538263508,10,A
36.0,61673.63872754398,597.0866486154547,11,A
19.0,60652.63876122308,557.4028294213263,17,A
44.0,37028.99759454776,572.7719044152989,7,A
61.0,23800.868153102885,654.278530145752,16,B
22.0,21123.693123195433,483.24782760092205,15,B
50.0,43144.16461012459,699.1416350685652,19,A
36.0,43898.70137464607,710.3084055946946,18,A
39.0,69124.57259991847,629.911792957047,15,A
27.0,62943.31416479563,451.54331920123667,4,A
36.0,33992.17641689034,570.2865099198089,15,B
56.0,19494.68338725621,748.6321547282157,14,B
47.0,30959.85677289719,427.76045754171423,5,B
61.0,40482.11689395901,622.1981270245185,13,A
54.0,32825.41616239653,555.5999377226193,5,B
45.0,27202.19495657501,714.3656241267869,10,B
61.0,41210.25480848525,595.9908838285231,15,A
45.0,28226.62976636473,682.3163216588489,3,B
50.0,26528.28916214233,695.2368335335275,6,B
36.0,42434.90005499661,796.8980671784016,15,A
41.0,29703.01129144237,633.7646445059704,9,B
32.0,41029.72957433352,680.083549569809,19,A
52.0,41631.06870731546,531.1955616698051,0,A
26.0,20543.20481805287,745.2330850634995,14,B
49.0,28549.064231504504,589.1592921542908,16,B
38.0,74524.89204405437,605.1396668729803,18,A
54.0,20311.860258965015,648.2201764120631,3,B
49.0,12602.780907284676,524.969252372812,19,B
62.0,14315.203358137485,668.301602314315,7,B
49.0,36847.939246094546,727.3973018340008,7,A
21.0,36881.25251570227,673.4347058797833,7,A
39.0,34241.532001439686,522.888194865702,12,B
26.0,66642.30829120839,640.0952564536273,13,A
34.0,9543.187073561076,709.3623122383592,9,B
58.0,44265.768498872676,499.76089872272735,1,A
48.0,79278.25046017139,564.0187188945829,19,A
32.0,20663.199962821942,720.1234883265216,4,B
28.0,30034.34214521704,671.6076347357829,1,B
40.0,24923.19167100064,682.9577265701403,11,B
25.0,23221.34033677406,798.759584609865,8,B
32.0,30849.289475762467,687.4842222804962,12,B
44.0,74142.38476164927,702.6310408346543,17,A
54.0,91007.14853503734,866.8596421774661,1,A
47.0,30700.382337253188,632.8956353527608,5,B
13.0,94139.22730930946,586.1693789105204,10,A
44.0,36967.27121789524,684.2237118597707,15,A
41.0,87277.28500961637,685.1192823511116,12,A
45.0,34660.31582001963,607.8627686443033,7,B
59.0,38774.91954111835,567.4082384356122,12,A
15.0,43596.721707768986,834.7875537672062,19,A
33.0,177980.06696906587,676.1474776310419,9,A
47.0,55583.561909847194,591.4171694878339,17,A
21.0,25498.317154413908,723.2744241823679,15,B
58.0,58953.185105757184,641.2683878750933,6,A
44.0,30305.47691573301,629.7694842945735,4,B
50.0,28427.859412590635,694.9818297531594,15,B
33.0,57199.513949536165,546.6494185414648,4,A
50.0,36884.35638328557,678.2101763133738,6,A
53.0,41743.03780685475,803.0363846185402,4,A
43.0,36570.3327808059,687.2942129757848,12,A
43.0,42971.46472331565,619.9030316973228,5,A
43.0,44913.017273548874,609.4315775657407,13,A
30.0,13787.484421313096,617.1728021323912,18,B
38.0,50679.98478939822,629.6829857561775,16,A
38.0,22225.38293344239,619.7754773793382,18,B
45.0,17656.34401786484,723.3049152859653,0,B
52.0,35270.22413593877,511.3432717432813,9,B
27.0,37872.87750074971,718.9600040329707,4,A
38.0,25674.32945265297,619.6250779885951,18,B
58.0,55023.51557974693,680.1558228556298,14,A
31.0,18562.754702812344,559.8409671839308,6,B
30.0,29629.569925037496,756.2904853479549,11,B
42.0,27107.42440236145,749.6507968137498,12,B
50.0,35479.35882566729,726.7672420600059,9,B
40.0,41749.056963513445,528.8196179365168,9,A
56.0,21939.710204330495,716.3296856852842,1,B
50.0,52163.658741688974,682.3884070108567,9,A
50.0,37477.693095104136,521.5783002293946,6,A
47.0,14101.364903444966,648.0562092983348,16,B
68.0,13639.213654898243,679.162759122661,17,B
38.0,36092.499531929876,694.4860219058521,15,B
16.0,32516.936026863837,664.1809093559085,0,B
59.0,34485.3523470214,673.2985133477904,16,B
35.0,35810.94212845885,767.8889113802477,7,B
41.0,40651.048977806015,748.0827127928544,8,A
56.0,58327.25768980837,420.63560369738053,18,A
21.0,20836.208583492073,624.6049156129855,17,B
25.0,20211.645022546487,636.8279177964839,1,B
21.0,21022.279251228716,509.8321141818423,7,B
30.0,41959.42393822443,657.534644658585,14,A
45.0,67675.10657742964,749.9006217928405,10,A
46.0,29270.348350030417,563.0745712327528,5,B
43.0,10395.726403323062,676.9120750951898,10,B
23.0,15490.830832828344,576.734121816285,17,B
12.0,23944.205657562317,596.2470381056258,4,B
41.0,27477.851420494502,768.1914907336028,14,B
34.0,29608.17209127526,606.595374391054,14,B
46.0,37022.849737615565,686.97699912085,17,A
48.0,31074.003074363194,500.302550715121,5,B
42.0,61369.59556619357,798.9854049115904,4,A
49.0,25899.821276933308,698.2121957045199,10,B
43.0,23596.201396005505,635.4000125879791,10,B
46.0,46140.10323986443,696.0437207999915,8,A
32.0,16851.230587904804,537.2144456841752,15,B
38.0,44127.826668511756,744.6024593402126,15,A
42.0,38226.206440781105,624.0812179602856,4,A
50.0,33734.581755367464,633.6744387961252,15,B
35.0,80349.25133504883,610.6675508027613,4,A
46.0,26606.112918998064,603.5478877803532,8,B
37.0,101737.28020926309,705.5736489302727,0,A
39.0,32444.437029973193,670.4725480083379,6,B
50.0,19177.476635709932,702.1398513122432,19,B
16.0,37607.53809361253,649.2964248411542,8,A
24.0,21202.564065671715,691.0559848861744,14,B
22.0,24937.352930555644,616.492100485997,2,B
12.0,44290.10864751156,828.3785473127639,12,A
32.0,47944.10078736149,524.5655666855602,7,A
49.0,26606.641654768933,750.8749858850388,14,B
37.0,59498.273393926385,759.4325960576776,18,A
42.0,64780.109237650344,581.8272955227525,10,A
53.0,74469.94337131736,828.3418888444778,2,A
56.0,47320.870008463615,729.6392226356254,9,A
39.0,71805.35655206877,727.691120545833,2,A
56.0,14180.184141638401,652.2417749620702,8,B
41.0,30978.439010255985,632.6219073425059,1,B
30.0,23540.96494848238,633.2472938368313,12,B
33.0,38546.20499991809,681.2424477055614,6,A
22.0,27289.993906123145,762.0949020027117,4,B
29.0,33420.376875312504,664.5051374289136,0,B
36.0,93068.1630883033,577.0845101490168,17,A
50.0,33360.9089161612,715.9541649907984,16,B
61.0,44662.79728635539,723.6920597115834,16,A
23.0,32333.700843217182,702.3727622758229,1,B
45.0,37716.6395704514,709.6399125219987,6,A
28.0,36424.916556053,628.3257495873753,19,B
46.0,45440.63523708008,575.6808666295536,11,A
38.0,65033.237723380225,580.5445255487376,2,A
18.0,82759.7407085415,519.1629401233713,2,A
51.0,42396.031534471855,668.955888923676,5,A
33.0,48765.25950908437,643.3240973418725,19,A
34.0,20426.078992992858,614.8009836376233,3,B
27.0,34754.405807797404,413.5504940523944,18,B
32.0,58113.003630848485,550.2146024244665,13,A
45.0,55993.131992703195,739.6672521122533,18,A
38.0,40368.492311619586,596.8299199949495,16,A
44.0,56567.90080809333,678.8473342125474,6,A
44.0,46415.25030112227,538.7451656019795,16,A
56.0,66181.29367638964,765.0964385887385,3,A
36.0,41968.70827355246,638.4777871956259,5,A
22.0,30398.56986017399,673.2032317186828,4,B
53.0,42955.52806600035,836.0623833505348,2,A
36.0,8389.219872089285,771.3152080471523,1,B
53.0,43977.915577001266,625.4747502970354,3,A
45.0,5859.347846545722,602.5423852103713,2,B
38.0,15340.755074491259,623.9563990784375,7,B
44.0,45518.963597429734,690.7918598781229,1,A
63.0,46109.0567573271,641.5820692599303,1,A
65.0,20308.31343330347,618.3804683997223,19,B
41.0,25436.717475059075,767.3745000567234,1,B
42.0,72061.16089630996,640.863208657773,1,A
53.0,28509.280197357686,833.9671274429855,0,B
30.0,111464.35762257034,657.2594051001738,2,A
44.0,36280.65918393871,792.8254715379782,10,B
40.0,44534.43942254079,678.5855538168502,16,A
44.0,81506.43060534268,727.0368458599559,14,A
30.0,38774.32415965508,592.031115878582,11,A
21.0,22000.66611099518,581.699262193007,1,B
15.0,34376.768267428124,686.776476401199,15,B
27.0,35674.614339634645,729.0842593972252,0,B
34.0,18354.483827365766,653.220520160037,12,B
36.0,31955.00071084558,547.0885331933042,8,B
63.0,25056.885850763763,541.1793306968539,17,B
53.0,57651.92282654963,535.8290878251007,6,A
28.0,36949.44615011747,508.5902309648495,12,A
44.0,31527.079602386606,658.758828755767,8,B
35.0,34437.76409508679,740.003513736642,10,B
37.0,40601.52917149519,648.9267370460153,18,A
42.0,49434.66114962896,469.1668194129718,14,A
47.0,22029.635315510848,634.7391631732361,8,B
36.0,21573.180608159426,636.9760802693914,8,B
53.0,63091.39117106195,817.6799000180351,14,A
26.0,29549.77958924522,533.4289669664355,6,B
40.0,17882.519558441152,618.7457917920643,3,B
71.0,45338.25129848908,786.4682144435651,9,A
43.0,45783.76828443871,685.9982673077238,1,A
57.0,16892.793187850544,695.065045881314,3,B
41.0,40730.84137193914,659.1667549619102,8,A
47.0,52459.22846561127,676.3954830925811,15,A
39.0,43791.42171174473,712.2087624222829,15,A
38.0,49810.98105812527,585.2410944885787,5,A
31.0,17995.292069164876,720.244686312656,8,B
45.0,42852.534801252965,540.1597586491569,3,A
30.0,31216.126656114182,676.269437826523,15,B
48.0,28526.96104441475,664.2992770629062,4,B
53.0,56121.69880580498,600.6965529446313,15,A
44.0,76087.34649628172,648.1851779739483,16,A
37.0,89070.63871206084,600.1967877867557,13,A
45.0,70080.7856112024,564.2638938510604,6,A
36.0,34376.65259089941,621.7108206709084,19,B
51.0,43319.58328085632,561.6809091702671,13,A
18.0,53285.068803611415,675.8237971274599,12,A
36.0,38583.8461620759,557.9931604678109,17,A
16.0,38769.22706148918,706.9581618392841,17,A
22.0,54823.62898928873,555.4816745656944,1,A
