age,income,score,visits,segment
50.0246,41010.566,678.2973,19,A
50.0618,52186.727,665.18274,19,A
43.2182,39400.94,686.0636,7,A
47.38643,52394.188,658.0596,19,A
47.33213,40449.965,642.2799,15,A
49.491215,49848.445,661.3012,19,A
45.899654,59091.164,656.3487,13,A
43.561184,61042.734,621.58905,13,A
43.0158,53870.094,633.778,13,A
35.98878,51833.17,676.01373,3,A
41.806843,51294.1,619.1074,15,A
42.89228,43692.875,620.3562,7,A
44.361317,44064.582,651.25006,5,A
53.410385,36017.098,671.7998,15,B
41.9063,51140.42,660.4052,14,A
50.578743,35254.453,643.02356,19,B
46.80184,48537.76,649.5514,3,A
45.29031,42552.63,658.0771,17,A
37.70152,46415.3,659.8796,1,A
44.886185,34067.19,674.48834,15,B
40.833008,56833.902,663.9212,13,A
48.89551,39724.336,679.66766,15,A
47.494102,55144.984,662.96106,13,A
40.16361,40574.414,678.7768,15,A
37.376797,52723.383,628.932,5,A
44.796658,44574.215,652.3552,4,A
52.05252,39420.98,673.40204,19,B
45.41616,74151.586,626.53033,3,A
36.85234,43524.355,612.7241,8,A
45.983734,44226.996,626.5509,5,A
46.651814,48918.035,653.8768,15,A
40.893375,40794.727,682.4496,7,A
50.283638,39744.51,658.1046,19,A
37.35379,35948.164,596.42303,7,B
43.46845,50196.957,649.64655,13,A
40.219975,56432.46,606.8548,13,A
48.58886,34956.71,640.12537,15,B
50.76055,43690.96,681.3446,15,A
48.69946,47773.637,657.0858,17,A
51.135433,42855.055,706.5273,19,A
50.240387,47013.29,686.5296,7,A
47.361965,41665.176,663.5162,5,A
47.37742,39075.73,662.01086,7,A
45.120537,51313.434,634.2289,15,A
43.636173,50771.902,658.00854,15,A
51.688892,34983.477,686.7881,15,B
42.768135,30490.494,669.19476,4,B
49.404774,43102.344,652.8521,19,A
38.456543,50615.074,630.7135,15,A
43.067165,53684.97,630.76776,5,A
39.913605,40431.188,609.96014,10,A
34.26263,40672.344,634.8236,13,A
55.45792,31861.451,720.60803,19,B
45.48095,49579.383,620.25366,15,A
52.00305,34819.566,665.81757,19,B
45.908436,61190.02,589.0657,10,A
40.480183,42656.69,669.10925,1,A
48.96778,33797.992,668.6175,7,B
48.399666,42784.97,672.21497,17,A
44.991318,48293.33,656.56165,7,A
45.31944,48298.113,679.6086,3,A
43.913937,50950.973,704.2016,19,A
46.860535,39173.605,693.08905,7,A
41.526405,52218.344,614.90106,15,A
52.462708,41778.24,732.9872,19,A
51.099236,50200.305,712.32965,19,A
49.835407,57782.215,665.52716,1,A
42.105446,33730.793,658.06616,5,B
48.553703,44527.742,691.1848,15,A
47.547287,29554.035,609.6534,5,B
33.709248,40907.2,699.82196,7,A
54.48028,34399.43,686.0195,19,B
44.30168,36540.504,651.9004,10,B
48.911423,37794.65,663.74786,15,B
44.37519,45513.242,667.7174,15,A
45.375282,40108.152,649.41235,15,A
38.598076,43568.613,606.60846,3,A
38.157475,57385.273,637.5101,3,A
47.139553,43498.62,696.5198,5,A
44.35645,44795.402,623.03253,15,A
47.696976,42430.64,630.0565,5,A
48.31397,33276.113,673.7649,15,B
45.135925,47797.3,637.16425,7,A
50.04394,52047.78,600.35693,15,A
47.615383,42611.92,639.1584,17,A
42.737072,43410.37,632.2553,15,A
45.629093,44753.113,635.33624,15,A
42.442,47966.668,632.99036,15,A
40.830875,58390.6,594.5559,7,A
46.13661,50442.086,624.8699,15,A
43.881226,44008.832,625.374,15,A
48.14955,47123.18,659.8621,15,A
45.943577,46468.35,639.52045,14,A
46.38197,40283.707,671.05566,11,A
45.556026,56185.754,642.81165,7,A
46.021904,52334.53,658.8031,13,A
35.587467,38551.246,668.5242,8,A
44.184143,41257.12,673.6264,13,A
46.80021,44710.973,671.8334,13,A
47.401012,57677.67,683.1665,1,A
36.86039,38666.633,581.1146,7,A
45.632786,39957.43,633.2168,15,A
49.30307,51755.887,675.1392,5,A
44.57905,41132.426,613.74927,15,A
50.04705,43006.168,649.7668,15,A
37.65335,49668.86,715.5371,7,A
43.066902,38059.504,637.17377,7,A
43.13822,47321.367,698.9525,13,A
42.78362,38732.965,660.17377,13,A
52.823174,41999.266,665.58435,19,A
42.488113,47079.062,653.3952,13,A
51.335487,32917.48,703.8039,19,B
49.68965,36369.617,684.5878,7,B
44.614105,42732.492,630.3048,15,A
48.06965,30621.084,693.88635,10,B
48.720013,46355.996,668.2706,15,A
54.77676,33854.324,697.97235,4,B
43.355534,50082.668,634.3418,7,A
52.39332,34883.785,703.27997,19,B
52.865063,50286.117,692.9595,19,A
43.25041,32940.883,629.41943,15,B
44.23577,60174.074,656.8811,13,A
42.428375,39109.164,592.1604,15,A
43.008953,44779.01,628.09314,15,A
50.225143,31494.17,699.8517,19,B
39.86179,48594.91,641.77203,15,A
45.08012,46177.887,623.3868,17,A
43.2267,54998.027,631.2869,15,A
38.705128,44416.004,613.34076,15,A
46.530636,39704.47,677.22565,3,A
45.017,45316.08,705.5776,3,A
53.66172,40697.27,718.0045,19,A
47.324432,36283.574,643.96185,15,B
38.454098,44109.875,657.00946,8,A
45.17172,52473.438,653.9026,14,A
40.289307,46742.547,638.5934,7,A
49.80614,37710.004,671.3147,19,B
45.635807,50965.17,681.8185,3,A
47.92127,52317.42,663.2808,3,A
52.977425,37081.81,706.6514,19,B
50.08084,56724.324,648.81415,7,A
39.425755,41443.566,661.9304,13,A
41.7858,53398.805,685.92847,13,A
47.897526,39279.562,640.6586,14,A
48.711033,69525.8,636.0071,14,A
49.151524,49772.27,641.9181,19,A
52.17577,39357.02,680.5321,19,A
45.10896,41636.855,644.7467,15,A
43.664825,33128.535,702.2829,15,B
43.51406,61770.85,625.8271,2,A
44.30577,39094.688,646.8138,7,A
43.862762,42218.504,593.7859,15,A
49.169395,32357.334,686.9032,5,B
43.136864,38012.082,651.45917,7,A
46.722855,38074.97,665.06067,7,A
52.82884,43786.703,676.9075,19,A
46.75024,45406.31,693.50385,7,A
35.4003,38974.58,644.05725,12,A
43.26756,39379.113,640.96387,13,A
51.75337,43858.477,660.6801,19,A
46.434917,38950.402,683.1707,15,A
46.4557,55164.867,656.7369,15,A
48.062023,45222.46,702.27344,3,A
43.23759,59317.31,600.64935,10,A
40.192753,39183.414,572.2125,15,A
49.839207,32251.666,697.88837,16,B
46.729362,50825.855,677.7127,15,A
45.043118,39987.797,602.23346,15,A
37.948807,38029.312,661.4604,12,A
46.61204,48094.434,627.9449,3,A
50.54487,57235.74,690.55084,14,A
45.584076,41528.953,635.0351,17,A
43.18323,35364.754,618.5437,15,B
53.255688,34100.99,681.85724,19,B
46.236694,39150.223,653.0201,15,A
40.33758,44720.285,653.87427,1,A
45.553997,32026.723,641.86414,14,B
50.82101,51884.223,688.0544,19,A
43.1948,53291.816,585.28467,17,A
39.267532,46921.652,682.2611,15,A
46.726074,37575.95,643.988,5,B
42.46333,41368.98,671.55945,3,A
42.460136,40996.348,596.3555,5,A
40.012657,41207.645,696.686,6,A
46.299316,31205.82,658.92395,7,B
43.933987,57040.43,628.25085,7,A
46.218063,42084.1,649.5174,5,A
42.841057,36751.363,726.99615,5,A
42.22387,46927.668,655.0089,7,A
48.478405,29304.541,697.69507,15,B
36.094315,56487.758,654.9809,13,A
43.383484,46156.31,636.8059,15,A
54.85072,32154.338,702.9211,15,B
43.839397,54552.047,575.2212,14,A
45.831333,32549.94,653.0935,8,B
44.376804,54088.355,598.7941,15,A
45.631493,51327.0,648.9019,5,A
37.15544,45444.188,696.1164,15,A
48.954765,56899.06,707.2298,13,A
48.338684,47724.53,705.1604,16,A
46.0527,47533.426,648.49615,7,A
46.822037,55272.36,655.0578,3,A
43.808765,51933.887,612.7721,15,A
44.366135,33696.48,639.42993,15,B
50.786396,51341.746,689.7078,19,A
44.844887,44781.67,624.07855,15,A
43.11267,40346.457,697.25854,8,A
47.658264,46857.14,631.14514,13,A
42.06846,40847.703,672.62054,13,A
39.22044,32760.43,623.2598,5,B
41.7812,44428.957,685.5164,5,A
47.205513,47564.39,671.8,3,A
43.431293,47547.027,658.215,13,A
41.76298,38788.72,636.38367,14,A
40.738804,38133.74,689.26843,15,A
46.091988,39301.72,675.95166,15,A
46.65084,39950.297,656.4526,14,A
49.15072,35861.25,656.1973,15,B
44.36306,34208.957,656.3194,7,B
55.50639,42720.74,711.13336,19,A
43.387108,30124.28,643.47003,10,B
47.55282,47559.816,653.38544,19,A
50.66811,47134.82,626.63794,15,A
42.115154,49603.133,615.2347,13,A
48.9331,45124.66,653.5575,15,A
45.97779,43637.938,695.82715,7,A
44.190956,49303.676,673.7062,15,A
42.67841,33548.234,687.4944,15,B
42.68608,51457.055,643.1049,7,A
39.110096,43283.094,650.2562,15,A
44.255367,37148.52,644.25806,15,A
40.37662,41657.195,590.4844,15,A
40.91126,37276.92,603.23035,15,B
44.479744,40933.402,667.04803,7,A
38.80823,40745.777,653.6417,15,A
44.597153,52507.977,584.86487,15,A
38.597347,40234.3,613.0045,7,A
47.37743,54346.19,639.56775,15,A
41.34786,38826.19,630.83856,7,A
47.759346,49272.875,724.68207,16,A
55.875057,32470.56,703.64764,4,B
47.8021,44238.203,675.2348,5,A
39.991837,50552.426,599.69684,15,A
38.422462,43773.473,677.36005,7,A
42.879684,50960.766,673.15533,3,A
43.785786,55758.06,653.89667,13,A
41.687492,36639.746,657.71124,13,B
48.611298,39595.93,676.3342,15,A
57.46963,28653.266,692.75867,15,B
50.4172,50058.902,709.7669,10,A
47.442436,36243.89,682.67706,15,B
44.475464,50812.723,685.8905,5,A
53.499477,33736.773,665.41876,17,B
47.66736,47439.152,638.7118,17,A
41.458237,39332.79,688.8248,13,A
50.270935,37069.414,680.33,5,B
51.38594,44640.703,691.0732,19,A
46.78135,48141.992,631.6718,5,A
49.334335,65555.2,681.0699,13,A
50.86489,43393.227,674.8391,14,A
46.184822,25200.455,655.4957,5,B
50.808014,44638.44,694.3378,16,A
44.860287,46166.207,607.879,15,A
55.361,45328.277,700.6104,19,A
41.820236,62832.984,575.206,3,A
43.654686,45388.406,618.5866,15,A
34.283012,51652.19,657.9422,15,A
47.382126,35968.203,653.9599,17,B
50.70299,41772.773,679.8235,15,A
45.754986,33701.26,597.18384,15,B
45.54364,35876.46,681.20624,15,B
45.484318,47938.22,642.8754,15,A
42.721066,40652.695,643.8219,15,A
41.65073,48105.45,636.13043,7,A
59.52248,36897.43,718.1121,19,A
45.100254,44876.094,617.13525,5,A
48.14377,33218.457,625.3045,15,B
42.732304,54698.492,716.40466,14,A
40.668854,42062.875,594.7099,15,A
42.29662,50756.34,632.23975,15,A
46.99445,40962.273,672.76227,7,A
45.580494,55333.258,651.75885,13,A
43.92843,59059.88,669.15533,13,A
40.781685,49694.14,666.32855,7,A
50.764687,34267.977,685.10864,15,B
39.106297,28739.271,593.2008,10,B
44.440075,42756.33,631.3615,15,A
50.06025,53711.55,697.5252,3,A
46.349335,38861.15,666.6408,7,A
47.303696,59521.11,639.2844,7,A
43.175068,48535.004,635.90265,15,A
39.188427,44528.066,659.33044,7,A
38.79825,45733.67,657.21136,15,A
40.00576,51318.184,621.3432,13,A
46.558044,41454.953,704.42505,19,A
48.15912,29433.693,674.0742,15,B
50.15882,34583.516,646.2556,15,B
43.385345,34357.543,674.24274,15,B
43.00572,37785.227,676.5169,7,B
46.076603,41453.785,572.97253,15,B
44.04166,54297.527,649.54443,5,A
46.738724,47779.29,655.3459,17,A
48.04231,39591.906,626.2436,5,A
45.783997,46032.312,553.00525,10,A
50.203938,38148.25,697.1611,19,A
43.357227,63708.168,662.3823,7,A
48.460484,36050.082,684.08295,19,A
41.381016,67437.95,635.32965,13,A
48.11438,42174.434,621.24194,15,A
43.8433,53689.15,631.67615,15,A
50.5965,40041.07,692.97205,19,A
40.643967,52347.27,639.62976,5,A
41.01189,41182.285,700.95245,15,A
43.252014,53837.29,605.82056,7,A
42.99092,40569.086,684.12915,13,A
48.000164,46482.938,633.661,17,A
49.599728,43386.156,706.4913,7,A
37.453148,44250.48,597.6458,7,A
48.87449,41337.6,676.2229,15,A
46.919395,56139.438,649.77637,3,A
40.040226,39637.465,653.5413,7,A
44.998425,54798.754,659.8169,13,A
45.545948,45795.945,652.71356,15,A
44.696808,45946.035,693.6641,5,A
45.660282,40376.4,665.12463,15,A
45.111107,44673.48,619.6765,15,A
41.60778,44431.336,657.5414,1,A
49.086273,45455.383,665.8894,15,A
46.26488,42681.707,671.08417,15,A
42.996708,48685.848,623.2754,15,A
48.243694,56345.83,664.9086,3,A
47.92726,36492.52,660.3199,7,B
42.3857,43589.0,607.34515,5,A
48.401363,42398.62,678.0051,5,A
50.454365,51632.23,667.7241,10,A
39.8097,36505.48,630.44543,5,A
45.243504,45637.72,685.7849,13,A
51.52069,39981.043,700.15314,19,A
51.399456,42151.543,706.1717,19,A
41.104458,41518.344,703.3987,13,A
45.768684,57267.816,620.56256,3,A
46.293438,41752.676,634.2076,15,A
41.83631,48020.05,636.145,10,A
51.19128,26852.38,672.7398,15,B
40.395233,43090.023,641.2387,7,A
45.216217,54665.84,637.96185,7,A
49.767704,50091.68,697.13165,7,A
42.310513,41825.54,640.61444,15,A
51.878178,32964.76,712.00336,15,B
42.575478,37506.09,723.6248,15,A
46.37227,41239.176,618.379,15,A
50.384644,39383.613,660.03625,15,A
48.80374,26009.932,681.4719,7,B
39.83777,40743.68,657.72144,15,A
45.980766,39833.17,637.0771,5,A
53.220478,53627.86,703.8324,3,A
46.05832,49147.016,673.45123,7,A
43.452545,38921.195,668.1831,15,A
44.3213,45885.31,670.0314,15,A
36.818226,39285.504,627.19073,7,A
50.877174,40683.08,707.37494,15,A
42.91553,45930.586,609.70703,15,A
49.631687,39592.348,626.3058,5,B
46.632362,34753.56,663.05457,15,B
48.429058,43875.047,706.8031,3,A
45.761265,31411.375,645.0288,15,B
44.556408,41404.062,682.8948,5,A
46.984627,42424.855,680.8735,16,A
44.440216,46564.78,658.38574,7,A
45.677853,40669.695,649.56915,7,A
41.07458,34085.95,613.49884,5,B
41.527855,31041.898,619.0474,7,B
43.10573,43449.562,575.356,10,A
46.358437,38222.48,666.3433,7,A
49.800236,38042.164,690.99396,19,A
37.169567,42773.77,598.3536,15,A
45.73601,40057.562,643.405,15,A
43.42686,57597.96,635.77924,15,A
46.57218,33698.93,650.1039,7,B
39.599773,34978.91,622.4876,10,B
51.692703,45318.61,688.4744,19,A
45.187756,52969.16,643.0053,15,A
49.07669,58746.465,692.71246,10,A
40.972897,42238.434,687.0089,5,A
42.914246,41658.04,576.64886,10,A
45.037663,45344.105,640.6832,15,A
41.934044,56284.44,626.476,13,A
41.020836,46134.207,700.5167,15,A
46.58636,46486.03,699.8214,19,A
49.918476,43165.91,684.0493,15,A
47.204582,44923.043,696.1211,7,A
